instrumentName,lastTradeDate,expiryDate,strike,optionType,spotPrice,bid,ask,mid,volume,openInterest,DerebitIV
BTC-23JUN23-26000-P,2023-6-1,2023-6-23,26000.0,put,26342.82,0.025,0.026,0.025500000000000002,73.9,133.1,40.125
BTC-23JUN23-26500-C,2023-6-1,2023-6-23,26500.0,call,26342.82,0.031,0.0315,0.03125,99.0,538.3,40.019999999999996
BTC-23JUN23-26500-P,2023-6-1,2023-6-23,26500.0,put,26342.82,0.034,0.035,0.0345,53.2,94.6,39.855000000000004
BTC-23JUN23-27000-C,2023-6-1,2023-6-23,27000.0,call,26342.82,0.023,0.024,0.0235,172.7,185.0,40.325
BTC-23JUN23-27000-P,2023-6-1,2023-6-23,27000.0,put,26342.82,0.038,0.0595,0.04875,21.7,136.0,43.85
BTC-23JUN23-27500-C,2023-6-1,2023-6-23,27500.0,call,26342.82,0.0175,0.018,0.017750000000000002,194.3,252.1,41.205
BTC-23JUN23-27500-P,2023-6-1,2023-6-23,27500.0,put,26342.82,0.0275,0.0,0.01375,8.5,36.9,0.0
BTC-23JUN23-28000-C,2023-6-1,2023-6-23,28000.0,call,26342.82,0.013,0.0135,0.01325,418.0,442.7,42.010000000000005
BTC-23JUN23-28000-P,2023-6-1,2023-6-23,28000.0,put,26342.82,0.047,0.0,0.0235,0.0,0.0,0.0
BTC-23JUN23-28500-C,2023-6-1,2023-6-23,28500.0,call,26342.82,0.0095,0.01,0.00975,374.4,377.6,42.7
BTC-23JUN23-28500-P,2023-6-1,2023-6-23,28500.0,put,26342.82,0.0665,0.0,0.03325,0.0,0.0,0.0
BTC-23JUN23-29000-C,2023-6-1,2023-6-23,29000.0,call,26342.82,0.007,0.008,0.0075,48.3,274.7,44.135
BTC-23JUN23-29000-P,2023-6-1,2023-6-23,29000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-29500-C,2023-6-1,2023-6-23,29500.0,call,26342.82,0.005,0.006,0.0055,64.3,282.2,44.845
BTC-23JUN23-29500-P,2023-6-1,2023-6-23,29500.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-30000-C,2023-6-1,2023-6-23,30000.0,call,26342.82,0.004,0.0045,0.00425,209.0,533.7,46.230000000000004
BTC-23JUN23-30000-P,2023-6-1,2023-6-23,30000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-31000-C,2023-6-1,2023-6-23,31000.0,call,26342.82,0.0025,0.003,0.00275,360.1,633.1,49.53
BTC-23JUN23-31000-P,2023-6-1,2023-6-23,31000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-32000-C,2023-6-1,2023-6-23,32000.0,call,26342.82,0.0015,0.002,0.00175,29.3,136.4,52.17
BTC-23JUN23-32000-P,2023-6-1,2023-6-23,32000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-33000-C,2023-6-1,2023-6-23,33000.0,call,26342.82,0.0005,0.0015,0.001,243.5,752.9,52.905
BTC-23JUN23-33000-P,2023-6-1,2023-6-23,33000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-34000-C,2023-6-1,2023-6-23,34000.0,call,26342.82,0.0005,0.001,0.00075,3.3,97.4,56.769999999999996
BTC-23JUN23-34000-P,2023-6-1,2023-6-23,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-35000-C,2023-6-1,2023-6-23,35000.0,call,26342.82,0.0,0.001,0.0005,0.0,141.4,32.585
BTC-23JUN23-35000-P,2023-6-1,2023-6-23,35000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-36000-C,2023-6-1,2023-6-23,36000.0,call,26342.82,0.0,0.001,0.0005,12.0,102.6,35.275
BTC-23JUN23-36000-P,2023-6-1,2023-6-23,36000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-37000-C,2023-6-1,2023-6-23,37000.0,call,26342.82,0.0,0.0005,0.00025,0.0,8.6,34.55
BTC-23JUN23-37000-P,2023-6-1,2023-6-23,37000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-38000-C,2023-6-1,2023-6-23,38000.0,call,26342.82,0.0,0.0005,0.00025,0.0,26.9,36.875
BTC-23JUN23-38000-P,2023-6-1,2023-6-23,38000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-39000-C,2023-6-1,2023-6-23,39000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,39.125
BTC-23JUN23-39000-P,2023-6-1,2023-6-23,39000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-40000-C,2023-6-1,2023-6-23,40000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,41.29
BTC-23JUN23-40000-P,2023-6-1,2023-6-23,40000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-41000-C,2023-6-1,2023-6-23,41000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,43.39
BTC-23JUN23-41000-P,2023-6-1,2023-6-23,41000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-42000-C,2023-6-1,2023-6-23,42000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,45.42
BTC-23JUN23-42000-P,2023-6-1,2023-6-23,42000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-43000-C,2023-6-1,2023-6-23,43000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,47.39
BTC-23JUN23-43000-P,2023-6-1,2023-6-23,43000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-44000-C,2023-6-1,2023-6-23,44000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,49.305
BTC-23JUN23-44000-P,2023-6-1,2023-6-23,44000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-45000-C,2023-6-1,2023-6-23,45000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,51.165
BTC-23JUN23-45000-P,2023-6-1,2023-6-23,45000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-30JUN23-5000-C,2022-6-23,2023-6-30,5000.0,call,26342.82,0.001,0.0,0.0005,0.0,0.3,0.0
BTC-30JUN23-5000-P,2022-6-23,2023-6-30,5000.0,put,26342.82,0.0,0.0005,0.00025,0.0,452.7,132.59
BTC-30JUN23-8000-C,2022-11-18,2023-6-30,8000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-30JUN23-8000-P,2022-11-18,2023-6-30,8000.0,put,26342.82,0.0,0.0005,0.00025,0.0,433.8,95.96
BTC-30JUN23-10000-C,2022-6-23,2023-6-30,10000.0,call,26342.82,0.0,0.0,0.0,0.0,2.2,0.0
BTC-30JUN23-10000-P,2022-6-23,2023-6-30,10000.0,put,26342.82,0.0,0.0005,0.00025,0.0,1012.7,78.82
BTC-30JUN23-11000-C,2022-11-26,2023-6-30,11000.0,call,26342.82,0.0,0.0,0.0,0.0,0.3,0.0
BTC-30JUN23-11000-P,2022-11-26,2023-6-30,11000.0,put,26342.82,0.0,0.0005,0.00025,0.0,955.0,71.52
BTC-30JUN23-12000-C,2022-11-9,2023-6-30,12000.0,call,26342.82,0.0,0.0,0.0,0.0,0.2,0.0
BTC-30JUN23-12000-P,2022-11-9,2023-6-30,12000.0,put,26342.82,0.0,0.0005,0.00025,0.0,949.7,64.86
BTC-30JUN23-13000-C,2022-6-30,2023-6-30,13000.0,call,26342.82,0.0,0.0,0.0,0.0,35.3,0.0
BTC-30JUN23-13000-P,2022-6-30,2023-6-30,13000.0,put,26342.82,0.0,0.0005,0.00025,0.0,1185.5,58.73
BTC-30JUN23-14000-C,2022-6-23,2023-6-30,14000.0,call,26342.82,0.0005,0.0,0.00025,0.0,72.2,0.0
BTC-30JUN23-14000-P,2022-6-23,2023-6-30,14000.0,put,26342.82,0.0,0.0005,0.00025,0.0,1623.3,53.045
BTC-30JUN23-15000-C,2022-6-23,2023-6-30,15000.0,call,26342.82,0.0005,1.0,0.50025,0.0,61.5,499.5
BTC-30JUN23-15000-P,2022-6-23,2023-6-30,15000.0,put,26342.82,0.0,0.001,0.0005,0.0,1499.7,52.265
BTC-30JUN23-16000-C,2022-6-23,2023-6-30,16000.0,call,26342.82,0.3615,0.4425,0.402,0.0,741.6,117.965
BTC-30JUN23-16000-P,2022-6-23,2023-6-30,16000.0,put,26342.82,0.0,0.001,0.0005,33.8,2153.9,46.875
BTC-30JUN23-17000-C,2022-6-23,2023-6-30,17000.0,call,26342.82,0.328,0.391,0.35950000000000004,0.0,425.6,94.62
BTC-30JUN23-17000-P,2022-6-23,2023-6-30,17000.0,put,26342.82,0.0005,0.001,0.00075,93.6,1653.0,79.83
BTC-30JUN23-18000-C,2022-6-23,2023-6-30,18000.0,call,26342.82,0.285,0.3515,0.31825,0.0,640.7,84.125
BTC-30JUN23-18000-P,2022-6-23,2023-6-30,18000.0,put,26342.82,0.0005,0.001,0.00075,26.9,1873.4,70.53
BTC-30JUN23-19000-C,2022-6-23,2023-6-30,19000.0,call,26342.82,0.253,0.3115,0.28225,0.0,1071.4,73.765
BTC-30JUN23-19000-P,2022-6-23,2023-6-30,19000.0,put,26342.82,0.001,0.0015,0.00125,0.0,1708.9,66.825
BTC-30JUN23-20000-C,2022-6-23,2023-6-30,20000.0,call,26342.82,0.221,0.2725,0.24675000000000002,0.0,2229.3,64.8
BTC-30JUN23-20000-P,2022-6-23,2023-6-30,20000.0,put,26342.82,0.0015,0.0025,0.002,136.1,1589.6,62.55
BTC-30JUN23-21000-C,2022-6-23,2023-6-30,21000.0,call,26342.82,0.19,0.228,0.20900000000000002,3.2,2464.7,51.675
BTC-30JUN23-21000-P,2022-6-23,2023-6-30,21000.0,put,26342.82,0.0025,0.0035,0.003,126.9,1719.9,57.81
BTC-30JUN23-22000-C,2022-6-23,2023-6-30,22000.0,call,26342.82,0.158,0.1885,0.17325000000000002,6.5,814.8,43.29
BTC-30JUN23-22000-P,2022-6-23,2023-6-30,22000.0,put,26342.82,0.004,0.005,0.0045000000000000005,264.9,3173.2,52.980000000000004
BTC-30JUN23-23000-C,2022-6-23,2023-6-30,23000.0,call,26342.82,0.1245,0.142,0.13324999999999998,0.0,3306.5,29.68
BTC-30JUN23-23000-P,2022-6-23,2023-6-30,23000.0,put,26342.82,0.006,0.007,0.006500000000000001,75.8,2710.8,47.480000000000004
BTC-30JUN23-24000-C,2022-6-23,2023-6-30,24000.0,call,26342.82,0.0915,0.1125,0.10200000000000001,1.7,1790.9,37.915
BTC-30JUN23-24000-P,2022-6-23,2023-6-30,24000.0,put,26342.82,0.01,0.011,0.010499999999999999,200.3,4425.9,43.39
BTC-30JUN23-25000-C,2022-6-23,2023-6-30,25000.0,call,26342.82,0.046,0.09,0.068,4.2,3457.9,30.915
BTC-30JUN23-25000-P,2022-6-23,2023-6-30,25000.0,put,26342.82,0.0175,0.0185,0.018000000000000002,1188.9,2926.9,40.555
BTC-30JUN23-26000-C,2022-6-25,2023-6-30,26000.0,call,26342.82,0.046,0.048,0.047,42.2,2251.8,39.43
BTC-30JUN23-26000-P,2022-6-25,2023-6-30,26000.0,put,26342.82,0.0305,0.0315,0.031,171.4,2220.8,39.005
BTC-30JUN23-26500-C,2023-6-5,2023-6-30,26500.0,call,26342.82,0.0365,0.0375,0.037,21.2,40.5,38.995000000000005
BTC-30JUN23-26500-P,2023-6-5,2023-6-30,26500.0,put,26342.82,0.0395,0.041,0.04025,194.3,164.1,38.9
BTC-30JUN23-27000-C,2022-7-18,2023-6-30,27000.0,call,26342.82,0.029,0.0295,0.029249999999999998,287.2,1509.4,39.375
BTC-30JUN23-27000-P,2022-7-18,2023-6-30,27000.0,put,26342.82,0.0495,0.0525,0.051000000000000004,198.2,3668.4,38.83
BTC-30JUN23-27500-C,2023-6-5,2023-6-30,27500.0,call,26342.82,0.0225,0.0235,0.023,692.6,773.9,39.91
BTC-30JUN23-27500-P,2023-6-5,2023-6-30,27500.0,put,26342.82,0.056,0.0695,0.06275,4.3,8.1,38.2
BTC-30JUN23-28000-C,2022-7-19,2023-6-30,28000.0,call,26342.82,0.0175,0.018,0.017750000000000002,501.5,3923.8,40.230000000000004
BTC-30JUN23-28000-P,2022-7-19,2023-6-30,28000.0,put,26342.82,0.047,0.087,0.067,0.0,1674.5,25.245
BTC-30JUN23-29000-C,2022-7-20,2023-6-30,29000.0,call,26342.82,0.011,0.0115,0.01125,982.5,3508.5,42.34
BTC-30JUN23-29000-P,2022-7-20,2023-6-30,29000.0,put,26342.82,0.0775,0.139,0.10825000000000001,0.0,767.1,38.955
BTC-30JUN23-30000-C,2022-6-23,2023-6-30,30000.0,call,26342.82,0.007,0.0075,0.0072499999999999995,1402.0,7540.9,44.504999999999995
BTC-30JUN23-30000-P,2022-6-23,2023-6-30,30000.0,put,26342.82,0.1305,0.158,0.14425,0.0,994.3,33.24
BTC-30JUN23-31000-C,2023-3-19,2023-6-30,31000.0,call,26342.82,0.0045,0.0055,0.004999999999999999,1074.6,3549.0,47.2
BTC-30JUN23-31000-P,2023-3-19,2023-6-30,31000.0,put,26342.82,0.01,0.0,0.005,0.0,51.4,0.0
BTC-30JUN23-32000-C,2023-3-29,2023-6-30,32000.0,call,26342.82,0.0035,0.004,0.00375,82.5,3777.9,50.480000000000004
BTC-30JUN23-32000-P,2023-3-29,2023-6-30,32000.0,put,26342.82,0.0005,0.0,0.00025,0.0,104.7,0.0
BTC-30JUN23-33000-C,2023-3-29,2023-6-30,33000.0,call,26342.82,0.0025,0.003,0.00275,209.7,3041.9,53.065
BTC-30JUN23-33000-P,2023-3-29,2023-6-30,33000.0,put,26342.82,0.0005,0.0,0.00025,0.0,5.2,0.0
BTC-30JUN23-34000-C,2023-3-29,2023-6-30,34000.0,call,26342.82,0.0015,0.0025,0.002,306.1,2149.4,55.11
BTC-30JUN23-34000-P,2023-3-29,2023-6-30,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-30JUN23-35000-C,2022-6-23,2023-6-30,35000.0,call,26342.82,0.0015,0.002,0.00175,338.1,8990.4,58.94
BTC-30JUN23-35000-P,2022-6-23,2023-6-30,35000.0,put,26342.82,0.0,0.0,0.0,0.0,17.2,0.0
BTC-30JUN23-36000-C,2023-3-29,2023-6-30,36000.0,call,26342.82,0.001,0.0015,0.00125,37.8,1204.0,60.370000000000005
BTC-30JUN23-36000-P,2023-3-29,2023-6-30,36000.0,put,26342.82,0.0,0.0,0.0,0.0,0.3,0.0
BTC-30JUN23-38000-C,2023-3-29,2023-6-30,38000.0,call,26342.82,0.0005,0.001,0.00075,0.2,1349.8,64.07499999999999
BTC-30JUN23-38000-P,2023-3-29,2023-6-30,38000.0,put,26342.82,0.0005,0.0,0.00025,0.0,15.2,0.0
BTC-30JUN23-40000-C,2022-6-23,2023-6-30,40000.0,call,26342.82,0.0005,0.001,0.00075,46.0,7137.3,71.65
BTC-30JUN23-40000-P,2022-6-23,2023-6-30,40000.0,put,26342.82,0.0005,0.0,0.00025,0.0,3.7,0.0
BTC-30JUN23-45000-C,2022-6-23,2023-6-30,45000.0,call,26342.82,0.0,0.0005,0.00025,0.0,5840.5,42.45
BTC-30JUN23-45000-P,2022-6-23,2023-6-30,45000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-30JUN23-50000-C,2022-6-30,2023-6-30,50000.0,call,26342.82,0.0,0.0005,0.00025,0.0,5024.2,49.56
BTC-30JUN23-50000-P,2022-6-30,2023-6-30,50000.0,put,26342.82,0.0005,0.0,0.00025,0.0,6.8,0.0
BTC-30JUN23-55000-C,2023-2-16,2023-6-30,55000.0,call,26342.82,0.0,0.0005,0.00025,0.0,620.1,55.85
BTC-30JUN23-55000-P,2023-2-16,2023-6-30,55000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-30JUN23-60000-C,2022-6-23,2023-6-30,60000.0,call,26342.82,0.0,0.0005,0.00025,0.1,1136.1,61.485
BTC-30JUN23-60000-P,2022-6-23,2023-6-30,60000.0,put,26342.82,0.0,0.0,0.0,0.0,1.9,0.0
BTC-30JUN23-80000-C,2022-6-23,2023-6-30,80000.0,call,26342.82,0.0,0.0005,0.00025,1.7,1014.7,79.525
BTC-30JUN23-80000-P,2022-6-23,2023-6-30,80000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-30JUN23-100000-C,2022-6-30,2023-6-30,100000.0,call,26342.82,0.0,0.0005,0.00025,0.2,1410.6,92.985
BTC-30JUN23-100000-P,2022-6-30,2023-6-30,100000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-10000-C,2023-4-27,2023-7-28,10000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-10000-P,2023-4-27,2023-7-28,10000.0,put,26342.82,0.0,0.0005,0.00025,0.0,21.3,52.685
BTC-28JUL23-12000-C,2023-4-27,2023-7-28,12000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-12000-P,2023-4-27,2023-7-28,12000.0,put,26342.82,0.0005,0.001,0.00075,0.0,17.0,90.69
BTC-28JUL23-14000-C,2023-4-27,2023-7-28,14000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-14000-P,2023-4-27,2023-7-28,14000.0,put,26342.82,0.0005,0.0015,0.001,0.0,75.6,76.60499999999999
BTC-28JUL23-16000-C,2023-4-27,2023-7-28,16000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-28JUL23-16000-P,2023-4-27,2023-7-28,16000.0,put,26342.82,0.0015,0.002,0.00175,0.0,60.4,68.2
BTC-28JUL23-18000-C,2023-4-27,2023-7-28,18000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-28JUL23-18000-P,2023-4-27,2023-7-28,18000.0,put,26342.82,0.0025,0.0035,0.003,13.2,171.8,59.400000000000006
BTC-28JUL23-19000-C,2023-5-12,2023-7-28,19000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-19000-P,2023-5-12,2023-7-28,19000.0,put,26342.82,0.0035,0.0045,0.004,13.7,77.5,55.435
BTC-28JUL23-20000-C,2023-4-27,2023-7-28,20000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-28JUL23-20000-P,2023-4-27,2023-7-28,20000.0,put,26342.82,0.005,0.006,0.0055,10.5,477.9,51.905
BTC-28JUL23-21000-C,2023-4-27,2023-7-28,21000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-28JUL23-21000-P,2023-4-27,2023-7-28,21000.0,put,26342.82,0.007,0.008,0.0075,30.0,285.0,48.33
BTC-28JUL23-22000-C,2023-4-27,2023-7-28,22000.0,call,26342.82,0.0,1.0,0.5,0.0,0.7,499.5
BTC-28JUL23-22000-P,2023-4-27,2023-7-28,22000.0,put,26342.82,0.01,0.011,0.010499999999999999,25.1,391.7,45.15
BTC-28JUL23-23000-C,2023-4-27,2023-7-28,23000.0,call,26342.82,0.0005,1.0,0.50025,0.0,47.5,499.5
BTC-28JUL23-23000-P,2023-4-27,2023-7-28,23000.0,put,26342.82,0.0145,0.0155,0.015,46.2,520.4,42.35
BTC-28JUL23-24000-C,2023-4-27,2023-7-28,24000.0,call,26342.82,0.0015,1.0,0.50075,0.0,6.8,499.5
BTC-28JUL23-24000-P,2023-4-27,2023-7-28,24000.0,put,26342.82,0.0215,0.0225,0.022,680.2,1925.9,40.21
BTC-28JUL23-25000-C,2023-4-27,2023-7-28,25000.0,call,26342.82,0.0,1.0,0.5,1.0,43.1,499.5
BTC-28JUL23-25000-P,2023-4-27,2023-7-28,25000.0,put,26342.82,0.032,0.033,0.0325,467.6,2179.7,38.725
BTC-28JUL23-26000-C,2023-4-27,2023-7-28,26000.0,call,26342.82,0.0635,0.066,0.06475,5.0,143.7,37.86
BTC-28JUL23-26000-P,2023-4-27,2023-7-28,26000.0,put,26342.82,0.0465,0.048,0.04725,131.0,932.6,37.775
BTC-28JUL23-27000-C,2023-4-27,2023-7-28,27000.0,call,26342.82,0.0455,0.047,0.04625,139.4,488.5,37.31
BTC-28JUL23-27000-P,2023-4-27,2023-7-28,27000.0,put,26342.82,0.0665,0.068,0.06725,36.6,598.8,37.7
BTC-28JUL23-28000-C,2023-4-27,2023-7-28,28000.0,call,26342.82,0.0325,0.034,0.03325,244.9,1765.4,37.864999999999995
BTC-28JUL23-28000-P,2023-4-27,2023-7-28,28000.0,put,26342.82,0.087,0.098,0.0925,10.5,218.7,38.565
BTC-28JUL23-29000-C,2023-4-27,2023-7-28,29000.0,call,26342.82,0.0235,0.0245,0.024,173.3,962.4,38.795
BTC-28JUL23-29000-P,2023-4-27,2023-7-28,29000.0,put,26342.82,0.0,0.0,0.0,0.0,188.0,0.0
BTC-28JUL23-30000-C,2023-4-27,2023-7-28,30000.0,call,26342.82,0.017,0.018,0.0175,488.5,2991.0,39.935
BTC-28JUL23-30000-P,2023-4-27,2023-7-28,30000.0,put,26342.82,0.1325,0.166,0.14925,0.0,318.9,26.095
BTC-28JUL23-31000-C,2023-4-27,2023-7-28,31000.0,call,26342.82,0.013,0.014,0.0135,19.1,2508.2,41.805
BTC-28JUL23-31000-P,2023-4-27,2023-7-28,31000.0,put,26342.82,0.0,0.0,0.0,1.0,16.0,0.0
BTC-28JUL23-32000-C,2023-4-27,2023-7-28,32000.0,call,26342.82,0.01,0.011,0.010499999999999999,21.5,1476.6,43.53
BTC-28JUL23-32000-P,2023-4-27,2023-7-28,32000.0,put,26342.82,0.0,0.0,0.0,0.0,1.2,0.0
BTC-28JUL23-33000-C,2023-4-27,2023-7-28,33000.0,call,26342.82,0.0075,0.0085,0.008,91.9,562.4,44.8
BTC-28JUL23-33000-P,2023-4-27,2023-7-28,33000.0,put,26342.82,0.0005,0.0,0.00025,0.0,15.8,0.0
BTC-28JUL23-34000-C,2023-4-27,2023-7-28,34000.0,call,26342.82,0.006,0.007,0.006500000000000001,69.4,1724.7,46.635
BTC-28JUL23-34000-P,2023-4-27,2023-7-28,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-35000-C,2023-4-27,2023-7-28,35000.0,call,26342.82,0.005,0.006,0.0055,8.2,490.8,48.69
BTC-28JUL23-35000-P,2023-4-27,2023-7-28,35000.0,put,26342.82,0.0005,0.0,0.00025,0.0,14.8,0.0
BTC-28JUL23-36000-C,2023-4-27,2023-7-28,36000.0,call,26342.82,0.004,0.005,0.0045000000000000005,7.1,831.4,50.2
BTC-28JUL23-36000-P,2023-4-27,2023-7-28,36000.0,put,26342.82,0.0,0.0,0.0,0.0,5.0,0.0
BTC-28JUL23-38000-C,2023-4-27,2023-7-28,38000.0,call,26342.82,0.003,0.0035,0.0032500000000000003,10.7,1920.4,53.55
BTC-28JUL23-38000-P,2023-4-27,2023-7-28,38000.0,put,26342.82,0.0005,0.0,0.00025,0.0,28.0,0.0
BTC-28JUL23-40000-C,2023-4-27,2023-7-28,40000.0,call,26342.82,0.002,0.003,0.0025,6.0,1988.0,56.815
BTC-28JUL23-40000-P,2023-4-27,2023-7-28,40000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-42000-C,2023-4-27,2023-7-28,42000.0,call,26342.82,0.0015,0.002,0.00175,10.1,607.3,58.94
BTC-28JUL23-42000-P,2023-4-27,2023-7-28,42000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-44000-C,2023-4-27,2023-7-28,44000.0,call,26342.82,0.001,0.0015,0.00125,0.0,145.6,60.82
BTC-28JUL23-44000-P,2023-4-27,2023-7-28,44000.0,put,26342.82,0.0005,0.0,0.00025,0.0,13.5,0.0
BTC-28JUL23-45000-C,2023-5-11,2023-7-28,45000.0,call,26342.82,0.001,0.0015,0.00125,1.0,1063.8,63.05
BTC-28JUL23-45000-P,2023-5-11,2023-7-28,45000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-46000-C,2023-4-27,2023-7-28,46000.0,call,26342.82,0.0005,0.0015,0.001,0.0,1259.1,62.715
BTC-28JUL23-46000-P,2023-4-27,2023-7-28,46000.0,put,26342.82,0.0005,0.0,0.00025,0.0,10.0,0.0
BTC-28JUL23-48000-C,2023-4-27,2023-7-28,48000.0,call,26342.82,0.0005,0.001,0.00075,6.5,63.5,64.94999999999999
BTC-28JUL23-48000-P,2023-4-27,2023-7-28,48000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-28JUL23-50000-C,2023-4-27,2023-7-28,50000.0,call,26342.82,0.0005,0.001,0.00075,0.0,196.3,68.715
