contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
T230623C00010000,T,2023-06-23 14:16:31,2023-06-23,10.0,5.69,5.4,5.5,5.45,5.0,12,0.500005,15.449999809265137,calls,0.08241639799695882
T230623C00011000,T,2023-05-31 19:37:43,2023-06-23,11.0,4.8,4.35,4.5,4.425,0.0,2,3.843750390625,15.449999809265137,calls,0.08241639799695882
T230623C00012500,T,2023-06-21 17:11:53,2023-06-23,12.5,3.15,2.86,2.99,2.925,5.0,5,2.50000375,15.449999809265137,calls,0.08241639799695882
T230623C00013000,T,2023-06-23 16:11:26,2023-06-23,13.0,2.65,2.4,2.49,2.4450000000000003,41.0,34,2.1250046874999997,15.449999809265137,calls,0.08241639799695882
T230623C00013500,T,2023-06-23 16:05:12,2023-06-23,13.5,2.17,1.93,1.98,1.955,3.0,6,1.1875040625,15.449999809265137,calls,0.08241639799695882
T230623C00014000,T,2023-06-23 15:42:49,2023-06-23,14.0,1.7,1.38,1.49,1.435,45.0,403,1.359378203125,15.449999809265137,calls,0.08241639799695882
T230623C00014500,T,2023-06-23 19:31:00,2023-06-23,14.5,0.99,0.92,0.97,0.9450000000000001,51.0,155,0.8281267187499999,15.449999809265137,calls,0.08241639799695882
T230623C00015000,T,2023-06-23 19:57:15,2023-06-23,15.0,0.44,0.43,0.47,0.44999999999999996,73.0,426,0.4687553125,15.449999809265137,calls,0.08241639799695882
T230623P00015500,T,2023-06-23 19:59:10,2023-06-23,15.5,0.08,0.06,0.07,0.065,1971.0,12080,0.12500875,15.449999809265137,puts,0.08241639799695882
T230623P00016000,T,2023-06-23 19:57:05,2023-06-23,16.0,0.57,0.53,0.58,0.5549999999999999,884.0,4697,0.57812921875,15.449999809265137,puts,0.08241639799695882
T230623P00016500,T,2023-06-23 19:31:15,2023-06-23,16.5,0.99,1.03,1.09,1.06,156.0,537,0.7187528125,15.449999809265137,puts,0.08241639799695882
T230623P00017000,T,2023-06-23 19:31:13,2023-06-23,17.0,1.51,1.53,1.63,1.58,33.0,43,1.21875390625,15.449999809265137,puts,0.08241639799695882
T230623P00017500,T,2023-06-21 19:23:32,2023-06-23,17.5,1.87,2.0,2.08,2.04,3.0,1,1.5000025,15.449999809265137,puts,0.08241639799695882
T230623P00018000,T,2023-06-20 18:24:43,2023-06-23,18.0,2.09,2.42,2.69,2.5549999999999997,3.0,0,1.3125034374999998,15.449999809265137,puts,0.08241639799695882
T230623P00018500,T,2023-06-14 17:35:35,2023-06-23,18.5,2.58,3.0,3.1,3.05,3.0,3,0.500005,15.449999809265137,puts,0.08241639799695882
T230623P00019000,T,2023-05-18 15:18:17,2023-06-23,19.0,2.42,2.84,3.05,2.945,1.0,1,1.0000000000000003e-05,15.449999809265137,puts,0.08241639799695882
T230623P00020500,T,2023-06-12 18:28:48,2023-06-23,20.5,4.6,5.0,5.1,5.05,0.0,0,1.000005,15.449999809265137,puts,0.08241639799695882
T230630C00010000,T,2023-06-23 14:16:31,2023-06-30,10.0,5.71,5.3,5.65,5.475,5.0,56,1.484377578125,15.449999809265137,calls,0.08241639799695882
T230630C00011000,T,2023-06-05 13:35:22,2023-06-30,11.0,3.85,4.35,4.55,4.449999999999999,10.0,10,0.500005,15.449999809265137,calls,0.08241639799695882
T230630C00011500,T,2023-06-12 13:31:35,2023-06-30,11.5,4.55,3.85,4.0,3.925,0.0,4,1.2109414453124998,15.449999809265137,calls,0.08241639799695882
T230630C00012000,T,2023-06-15 15:59:08,2023-06-30,12.0,4.0,3.15,3.65,3.4,1.0,1,1.5195336523437497,15.449999809265137,calls,0.08241639799695882
T230630C00013000,T,2023-06-21 18:01:01,2023-06-30,13.0,2.66,1.63,2.8,2.215,75.0,77,1.4296903515625,15.449999809265137,calls,0.08241639799695882
T230630C00013500,T,2023-06-23 14:02:34,2023-06-30,13.5,2.0,1.85,2.26,2.0549999999999997,1.0,10,0.7929708203125,15.449999809265137,calls,0.08241639799695882
