expiry_date,date,2023-05-12,2023-05-19,2023-05-26,2023-06-02,2023-06-09,2023-06-16,2023-06-23,2023-07-21,2023-08-18,2023-09-15,2023-10-20,2023-11-17,2023-12-15,2024-01-19,2024-03-15,2024-06-21,2024-09-20,2024-12-20,2025-01-17,2025-06-20,2025-12-19,2023-06-30,2023-07-07,2023-07-14,2023-07-28
m,2023-6-14,,,,,,0.0079138575661887,0.0188311859579153,0.1324227415129834,0.3313754771988564,0.3648716685767018,0.2998638353063059,0.3941259385593466,0.393478338212532,0.519267178089666,0.4227220791190814,0.4955545637809203,0.4681427497931488,0.4380992659541147,0.4427573357304059,-0.5589047467169352,-0.2090317977218715,0.0319691053070662,0.0121473836116842,-0.5625824250410008,0.2495194213362113
sigma,2023-6-14,,,,,,6.531522425566745,0.1633966447671616,0.5400595342893431,1.0278027073308638,0.8948449958839997,0.7507961409794546,0.7576597878309033,0.6348542085993627,0.7720532879007271,0.785258535104042,0.6455630035359852,0.6342943480498386,0.8103340791798799,1.4817873047111727,5.573382954033468,1.1987426771017675,0.1932425657096484,0.1975148490581251,2.141306064138277,0.7225962456919215
a,2023-6-20,,,,,,,-0.0702353706483215,-0.0840248796838991,-0.1477309462525551,-0.066304850131621,-0.1692522519125227,-0.0751721518069793,-0.1603694763669294,-0.2358427095161852,-0.00949288466118,-0.4226937995110154,0.0870249304284888,,0.0442989998301828,0.2255866001452856,0.0113505752617615,-0.0224597401408362,-0.036701701438662,-0.0411486627684158,-0.2161661854611977
b,2023-6-20,,,,,,,0.130869416679479,0.146587447469956,0.1883383207479805,0.1431776713234304,0.222334648465203,0.1679549929866862,0.2157606209291074,0.3082056311499834,0.1276852598743421,0.3308083996689941,0.1630889775794587,,0.1900771139967195,0.113439184183032,0.1976836393514306,0.0765352816024326,0.1058922999586703,0.1075219732603794,0.2255524407020927
rho,2023-6-20,,,,,,,-0.2374607609460078,-0.1479506663794189,0.0767386122534699,0.0157652494539935,0.1856131681728427,0.1149190218350806,0.1171797823554682,0.3430719151187905,-0.6733811104877653,0.1130619068797008,-1.0000000000000002,,-1.0,-0.9368757047678674,-0.983217241672646,-0.1328107924107718,-0.2957167548331227,-0.1499789177407843,0.1750625193963788
m,2023-6-20,,,,,,,-0.13417174103814,-0.0716852150368679,0.1387056241280428,0.1149393477786523,0.3283946833342683,0.2895843508413123,0.3581421998660087,0.6243461275905104,-0.1588201485401794,0.5741799281365352,-0.5010981474540257,,-0.6630552623699759,-0.247660728388848,-0.6813127685131761,-0.0435155333063019,-0.1217074077196245,-0.0561078037532264,0.2297922642993739
sigma,2023-6-20,,,,,,,0.5588523189643377,0.6258850523671653,0.8817656304000032,0.6270311662290908,0.9132214533008922,0.6916206032087987,0.9605146822038526,0.9909897068164508,0.779587453908622,1.5602885585483508,0.6296412867871235,,1.149051565231563,0.0180556073549521,1.89639914599125,0.327969206030746,0.3991033332091334,0.4357796752693473,1.032314598149529
a,2023-6-21,,,,,,,-0.0004891164687654,-0.2175345677848264,-0.0685097166743197,-0.091379528580383,-0.1457398204590748,-0.1340960929695365,-0.0926157134903477,-0.1589701599360529,-0.3572885809372834,-0.1812522007287641,0.0462169853145001,0.0600019697462066,0.0599338927391232,0.0843267278693217,0.1820827391723302,-0.0518223523260833,-0.0124570583819699,-0.3612872774349107,-0.1221865495245796
b,2023-6-21,,,,,,,0.01503852944328,0.2395956747176682,0.148290554862341,0.1635254334202264,0.2168713829571922,0.2133779563937724,0.2000487018562071,0.2619459414503029,0.2619000657218108,0.2413585912024813,0.0681068036108771,0.0697631654669704,0.0751580619822035,0.0616793613954388,0.0943115801708818,0.1189976677780258,0.0613036563338265,0.308674646447106,0.1818949862902052
rho,2023-6-21,,,,,,,-0.3700523487412845,0.1384567476102619,0.1097624821995718,0.0643467789846371,0.1986874666897837,0.173125507355667,0.2160252227362626,0.2937319564805181,-0.110530406825617,0.0728998952715234,-1.0,-1.0000000000000002,-1.0,-0.8458843433857162,-1.0,0.2286697005276486,-0.0277281285026892,-0.1682280913845185,0.1731187848607605
m,2023-6-21,,,,,,,-0.0135502885653736,0.1671208630746452,0.1344740977263535,0.1444662839817262,0.2973908100323095,0.3074305617078863,0.3255207757437706,0.4475374783425255,0.2322385559175377,0.4391152135124457,0.1768854112640458,0.2268780963064129,0.2254309787211759,0.3908187132430277,-0.3346046555433208,0.1210930241397119,0.0128918502397885,-0.1807929577424658,0.1672200549073479
sigma,2023-6-21,,,,,,,0.0502486292698314,0.926308106580016,0.5051291794401617,0.6120715693674657,0.7389118079609107,0.7093107465264696,0.5627030657612961,0.7194083730080651,1.4702461749465665,0.9141692650885178,0.0776267638270548,0.0099724232915171,0.0979363099854465,0.06168676358958,0.0042302843203576,0.4538686337468045,0.222348821413144,1.1932787918683552,0.699790446963821
a,2023-6-23,,,,,,,,-0.0362940282157165,-0.0876759287192616,-0.1595533527078623,-0.2071981573767312,-0.0739970728361401,-0.0768536176651304,-0.1738479154039964,-0.0571607193279607,-0.1458291578169499,-0.0568962040548175,-0.0575349987978987,-0.2367209510511623,-0.0682527914450257,-0.0642432078619469,-0.052322066655984,-0.1204761192666607,-0.0268386099958555,-0.1040634533087616
b,2023-6-23,,,,,,,,0.1023818482888868,0.1716767555328081,0.2351498702550136,0.2641255406767626,0.1692446571862196,0.1596069228207844,0.2620351326978292,0.1490998047015444,0.2578890068062245,0.1822253941647489,0.1678740453091607,0.222852841729883,0.1252925643843243,0.1987369406944815,0.1169777290841407,0.176120583416707,0.089644977867278,0.1695559401742421
rho,2023-6-23,,,,,,,,-0.0433360976611631,0.1980907470359655,0.2852852343944596,0.2944332672458675,0.1750850572859927,0.0443029777434336,0.2750964200089822,-0.0669489403256875,0.2161145025476386,0.0454135952034756,-0.1159949681036937,-0.167222035591417,-0.9999999999999998,-1.0,0.1549160392962234,0.1272016492287827,0.0771414068029757,0.1494173328058058
m,2023-6-23,,,,,,,,0.0146183450666803,0.1907722454159543,0.3256339711280218,0.4173727659142191,0.2729633009960039,0.2449422853928616,0.4411537895810504,0.2620996573594336,0.4944325597513412,0.4316891647097469,0.4378544625050198,0.4460267054273211,-0.4652281855424935,-0.772708824672024,0.0819807638689375,0.1043983753996992,0.0491080658686581,0.1354626831372352
sigma,2023-6-23,,,,,,,,0.3744778587979147,0.5554056917156012,0.7450076048424461,0.8655358490184322,0.5336780056727461,0.5907456634763657,0.7746726585313513,0.5665612657977592,0.734609073843352,0.5840879645890793,0.7083749051447727,1.3432805407516677,1.9680309299509955,1.7399375822281302,0.4569318788889751,0.6951485184170354,0.3170181482009103,0.6387135220372295
a,2023-6-5,,,,,-0.0170021875291374,-0.00442851559569,-0.0075192396512411,-0.0241643176774342,-0.0298914091097987,-16.053592064048285,-0.1774459772906265,-0.1717627353750082,-0.1216236106430121,-0.1555337490925001,-0.064071867402586,-0.0799759373291228,-0.0307872407989553,-0.1564919894844072,-0.0258840290926987,-0.0300243385323171,0.0059497349234227,-0.0160475987989286,-0.00701296016256,-0.0249332843421648,
b,2023-6-5,,,,,0.0665172427241588,0.0495228455326294,0.0610396149296664,0.0973696322682914,0.1094549025101148,1.938937954713916,0.284751473194674,0.2744515181590029,0.2733040610507924,0.3215902168546248,0.2429039150815526,0.2797495029400475,0.2100215489131358,0.2482540572545896,0.214275230158428,0.1564799146959466,0.1677031049358131,0.078667911175079,0.0650121668381945,0.0978366409947954,
rho,2023-6-5,,,,,-0.0659021703542264,-0.2089317326933825,-0.1289583801373836,-0.0694970665573464,-0.024770637272186,0.0339171317979934,0.3741352335578948,0.3304523127521053,0.3972065540098333,0.4380900702654007,0.3630783703116724,0.3715662896626255,0.1857547909332849,-0.0266844784943507,0.097304424823274,-0.3916855029021653,-0.3363595939789466,-0.1115341752521452,-0.1454478311952776,0.0598347989641263,
m,2023-6-5,,,,,-0.0153318009934491,-0.0178384940924868,-0.0035359038290281,0.0214538747142299,0.0842121616418226,0.3938537455700915,0.4583132915306561,0.4571711643615852,0.4684550211838846,0.5451070987163658,0.448077073617584,0.5327726971747334,0.4616488114757382,0.4688829927258773,0.4716596290870246,0.4085183983485733,0.4504689852000809,-0.0062653854477353,-0.0033703262670757,0.0597598649924374,
sigma,2023-6-5,,,,,0.2686099453066886,0.1225509985560589,0.1592812257223319,0.2937717168847177,0.3485335897242919,8.290696470977142,0.7258357516694185,0.7340012786314853,0.5662150422833163,0.6206254965461595,0.421136381199803,0.4758720009566171,0.4231308760842955,0.9114591359030408,0.4693097854649652,0.8302615788324774,0.7287472959976464,0.2424318076277706,0.1612002905355209,0.296214175105098,
