contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
CMCSA230616C00015000,CMCSA,2023-04-20 14:59:30,2023-06-16,15.0,22.95,26.1,26.4,26.25,10.0,11,1.0000000000000003e-05,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00020000,CMCSA,2023-05-03 15:38:47,2023-06-16,20.0,21.05,19.15,19.4,19.275,1.0,2,1.0000000000000003e-05,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00022500,CMCSA,2023-04-28 18:05:24,2023-06-16,22.5,19.0,16.9,17.1,17.0,1.0,1,1.0000000000000003e-05,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00025000,CMCSA,2023-05-18 14:07:11,2023-06-16,25.0,15.5,16.4,16.55,16.475,1.0,68,2.50000375,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00027500,CMCSA,2023-06-13 17:12:41,2023-06-16,27.5,13.39,13.9,14.05,13.975000000000001,1.0,442,2.000005,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00030000,CMCSA,2023-06-15 14:34:09,2023-06-16,30.0,10.94,11.4,11.55,11.475000000000001,1.0,1995,1.625001875,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00032500,CMCSA,2023-06-13 17:02:05,2023-06-16,32.5,7.91,8.9,9.05,8.975000000000001,2.0,4186,1.2500037499999999,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00035000,CMCSA,2023-06-15 19:14:32,2023-06-16,35.0,6.5,6.4,6.55,6.475,11.0,4102,0.9062509375,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00036000,CMCSA,2023-05-31 19:50:00,2023-06-16,36.0,3.45,5.4,5.55,5.475,1.0,8,0.7812521875,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00037500,CMCSA,2023-06-15 19:54:34,2023-06-16,37.5,4.01,3.9,4.05,3.9749999999999996,154.0,11890,0.5625043750000001,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00038000,CMCSA,2023-06-14 18:33:09,2023-06-16,38.0,2.76,3.35,3.55,3.45,6.0,12,0.8164080859374999,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00038500,CMCSA,2023-06-13 13:50:29,2023-06-16,38.5,2.4,2.91,3.05,2.98,5.0,34,0.7226590234375,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00039000,CMCSA,2023-06-13 19:54:36,2023-06-16,39.0,1.73,2.43,2.53,2.48,4.0,659,0.5820354296875,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00039500,CMCSA,2023-06-14 14:47:13,2023-06-16,39.5,1.59,1.91,2.09,2.0,13.0,1041,0.5937540625000001,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00040000,CMCSA,2023-06-15 19:57:57,2023-06-16,40.0,1.51,1.44,1.56,1.5,297.0,37097,0.4414118359375,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00040500,CMCSA,2023-06-15 18:00:38,2023-06-16,40.5,0.75,0.96,1.09,1.025,19.0,1090,0.36914693359375,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00041000,CMCSA,2023-06-15 19:22:36,2023-06-16,41.0,0.58,0.5,0.58,0.54,136.0,939,0.23438265625,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00041500,CMCSA,2023-06-15 19:30:49,2023-06-16,41.5,0.23,0.18,0.24,0.21,70.0,1229,0.20801573242187496,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00042000,CMCSA,2023-06-15 19:30:26,2023-06-16,42.0,0.06,0.04,0.08,0.06,77.0,698,0.2148516015625,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00042500,CMCSA,2023-06-15 18:46:16,2023-06-16,42.5,0.02,0.01,0.08,0.045,659.0,29648,0.3242255078124999,41.470001220703125,calls,0.026042921828052183
CMCSA230616C00043000,CMCSA,2023-06-14 18:08:12,2023-06-16,43.0,0.03,0.01,0.02,0.015,11.0,4339,0.29688203124999996,41.470001220703125,calls,0.026042921828052183
