contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
UPS230602C00115000,UPS,2023-04-24 15:45:34,2023-06-02,115.0,81.15,52.25,53.65,52.95,0.0,0,1.0000000000000003e-05,170.13999938964844,calls,0.036518945313405014
UPS230602C00150000,UPS,2023-06-02 19:31:04,2023-06-02,150.0,20.69,19.75,20.9,20.325,50.0,50,1.3750031249999999,170.13999938964844,calls,0.036518945313405014
UPS230602C00157500,UPS,2023-06-01 14:50:32,2023-06-02,157.5,10.91,12.1,13.4,12.75,4.0,4,0.8320329296874999,170.13999938964844,calls,0.036518945313405014
UPS230602C00160000,UPS,2023-06-01 19:51:28,2023-06-02,160.0,7.75,9.65,11.0,10.325,4.0,4,0.77148666015625,170.13999938964844,calls,0.036518945313405014
UPS230602C00162500,UPS,2023-06-02 14:33:49,2023-06-02,162.5,6.43,7.1,8.25,7.675,1.0,17,0.8652357226562499,170.13999938964844,calls,0.036518945313405014
UPS230602C00165000,UPS,2023-06-02 16:41:38,2023-06-02,165.0,5.03,4.65,5.75,5.2,11.0,23,0.6669955175781253,170.13999938964844,calls,0.036518945313405014
UPS230602C00167500,UPS,2023-06-02 19:31:41,2023-06-02,167.5,3.22,2.35,2.96,2.6550000000000002,18.0,415,0.34278000976562495,170.13999938964844,calls,0.036518945313405014
UPS230602C00170000,UPS,2023-06-02 19:50:27,2023-06-02,170.0,0.47,0.01,0.55,0.28,1108.0,600,0.13428600097656251,170.13999938964844,calls,0.036518945313405014
UPS230602P00172500,UPS,2023-06-02 18:29:49,2023-06-02,172.5,2.31,2.01,2.64,2.325,13.0,90,0.29932341308593746,170.13999938964844,puts,0.036518945313405014
UPS230602P00175000,UPS,2023-06-02 19:01:41,2023-06-02,175.0,4.27,4.35,5.5,4.925,6.0,4,0.637698935546875,170.13999938964844,puts,0.036518945313405014
UPS230602P00177500,UPS,2023-05-25 17:15:09,2023-06-02,177.5,7.33,6.75,7.9,7.325,1.0,0,0.7753928710937501,170.13999938964844,puts,0.036518945313405014
UPS230602P00180000,UPS,2023-06-01 19:20:38,2023-06-02,180.0,10.35,9.3,10.45,9.875,2.0,24,0.965820654296875,170.13999938964844,puts,0.036518945313405014
UPS230602P00182500,UPS,2023-06-01 16:00:04,2023-06-02,182.5,13.8,11.75,12.95,12.35,1.0,1,1.123051259765625,170.13999938964844,puts,0.036518945313405014
UPS230602P00185000,UPS,2023-05-17 14:00:23,2023-06-02,185.0,17.45,14.3,15.4,14.850000000000001,8.0,0,1.2431678466796874,170.13999938964844,puts,0.036518945313405014
UPS230602P00190000,UPS,2023-05-11 19:38:55,2023-06-02,190.0,21.6,19.3,20.35,19.825000000000003,1.0,0,1.4853541357421873,170.13999938964844,puts,0.036518945313405014
UPS230602P00195000,UPS,2023-05-12 18:00:07,2023-06-02,195.0,27.18,24.3,25.45,24.875,2.0,0,1.015629921875,170.13999938964844,puts,0.036518945313405014
