contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
PM230526C00090000,PM,2023-05-19 13:32:09,2023-05-26,90.0,3.5,3.1,3.4,3.25,2.0,1,0.3139717041015625,93.06999969482422,calls,0.054238745208470523
PM230526C00092000,PM,2023-05-22 19:45:23,2023-05-26,92.0,1.31,1.45,1.6,1.525,9.0,8,0.22510540527343748,93.06999969482422,calls,0.054238745208470523
PM230526C00093000,PM,2023-05-22 19:58:07,2023-05-26,93.0,0.8,0.8,0.9,0.8500000000000001,44.0,98,0.1992267578125,93.06999969482422,calls,0.054238745208470523
PM230526C00094000,PM,2023-05-22 19:47:01,2023-05-26,94.0,0.32,0.3,0.4,0.35,36.0,95,0.1782308740234375,93.06999969482422,calls,0.054238745208470523
PM230526C00095000,PM,2023-05-22 18:07:28,2023-05-26,95.0,0.12,0.05,0.15,0.1,42.0,145,0.17090672851562502,93.06999969482422,calls,0.054238745208470523
PM230526P00090000,PM,2023-05-22 15:10:35,2023-05-26,90.0,0.1,0.05,0.15,0.1,6.0,36,0.242195078125,93.06999969482422,puts,0.054238745208470523
PM230526P00091000,PM,2023-05-22 19:32:11,2023-05-26,91.0,0.2,0.15,0.25,0.2,24.0,86,0.22022264160156246,93.06999969482422,puts,0.054238745208470523
PM230526P00092000,PM,2023-05-22 18:39:04,2023-05-26,92.0,0.36,0.3,0.4,0.35,3.0,84,0.1914143359375,93.06999969482422,puts,0.054238745208470523
PM230526P00093000,PM,2023-05-22 16:46:39,2023-05-26,93.0,0.55,0.6,0.75,0.675,12.0,555,0.180672255859375,93.06999969482422,puts,0.054238745208470523
PM230526P00094000,PM,2023-05-22 18:50:20,2023-05-26,94.0,1.18,1.15,1.3,1.225,12.0,1175,0.17041845214843754,93.06999969482422,puts,0.054238745208470523
PM230526P00095000,PM,2023-05-22 14:28:24,2023-05-26,95.0,2.21,1.9,2.2,2.05,3.0,77,0.21289849609375,93.06999969482422,puts,0.054238745208470523
PM230526P00096000,PM,2023-05-22 16:54:44,2023-05-26,96.0,2.65,2.85,3.2,3.0250000000000004,1.0,88,0.274421318359375,93.06999969482422,puts,0.054238745208470523
PM230526P00097000,PM,2023-05-17 14:04:09,2023-05-26,97.0,3.3,3.8,4.2,4.0,3.0,15,0.331061376953125,93.06999969482422,puts,0.054238745208470523
PM230526P00098000,PM,2023-05-17 17:08:09,2023-05-26,98.0,3.53,4.5,5.2,4.85,6.0,0,0.38477177734374995,93.06999969482422,puts,0.054238745208470523
PM230526P00099000,PM,2023-05-19 19:21:18,2023-05-26,99.0,5.84,5.5,6.3,5.9,3.0,4,0.47998566894531247,93.06999969482422,puts,0.054238745208470523
PM230526P00100000,PM,2023-05-02 14:27:58,2023-05-26,100.0,3.48,6.7,7.3,7.0,3.0,0,0.532231240234375,93.06999969482422,puts,0.054238745208470523
PM230526P00101000,PM,2023-05-02 19:54:42,2023-05-26,101.0,4.17,7.5,8.3,7.9,2.0,0,0.5820354296875,93.06999969482422,puts,0.054238745208470523
PM230526P00104000,PM,2023-04-20 13:46:14,2023-05-26,104.0,5.5,10.6,11.0,10.8,0.0,0,0.507817421875,93.06999969482422,puts,0.054238745208470523
PM230526P00105000,PM,2023-05-02 14:27:04,2023-05-26,105.0,8.25,11.7,12.3,12.0,8.0,0,0.5429733203125001,93.06999969482422,puts,0.054238745208470523
PM230602C00090000,PM,2023-05-17 13:52:35,2023-06-02,90.0,4.27,3.4,3.6,3.5,0.0,5,0.245124736328125,93.06999969482422,calls,0.054238745208470523
PM230602C00091000,PM,2023-05-19 13:57:35,2023-06-02,91.0,2.82,2.6,2.75,2.675,3.0,3,0.22412885253906245,93.06999969482422,calls,0.054238745208470523
PM230602C00092000,PM,2023-05-18 19:38:50,2023-06-02,92.0,1.8,1.8,1.95,1.875,4.0,8,0.20142400146484374,93.06999969482422,calls,0.054238745208470523
PM230602C00093000,PM,2023-05-22 19:57:25,2023-06-02,93.0,1.18,1.15,1.3,1.225,10.0,15,0.18799640136718748,93.06999969482422,calls,0.054238745208470523
PM230602C00094000,PM,2023-05-22 19:57:25,2023-06-02,94.0,0.67,0.65,0.8,0.7250000000000001,32.0,56,0.178719150390625,93.06999969482422,calls,0.054238745208470523
PM230602C00095000,PM,2023-05-22 19:41:42,2023-06-02,95.0,0.3,0.3,0.4,0.35,22.0,239,0.16285016845703126,93.06999969482422,calls,0.054238745208470523
PM230602C00096000,PM,2023-05-22 18:38:18,2023-06-02,96.0,0.17,0.1,0.2,0.15000000000000002,10.0,59,0.1601646484375,93.06999969482422,calls,0.054238745208470523
PM230602P00087000,PM,2023-05-18 15:24:13,2023-06-02,87.0,0.2,0.05,0.15,0.1,10.0,44,0.2617261328125,93.06999969482422,puts,0.054238745208470523
PM230602P00088000,PM,2023-05-19 18:44:42,2023-06-02,88.0,0.15,0.1,0.2,0.15000000000000002,1.0,4,0.245124736328125,93.06999969482422,puts,0.054238745208470523
PM230602P00089000,PM,2023-05-19 18:41:26,2023-06-02,89.0,0.27,0.15,0.25,0.2,10.0,20,0.22315229980468748,93.06999969482422,puts,0.054238745208470523
PM230602P00090000,PM,2023-05-22 19:37:46,2023-06-02,90.0,0.3,0.25,0.35,0.3,6.0,26,0.20703917968749996,93.06999969482422,puts,0.054238745208470523
PM230602P00091000,PM,2023-05-22 14:53:45,2023-06-02,91.0,0.5,0.4,0.5,0.45,1.0,11,0.19190261230468753,93.06999969482422,puts,0.054238745208470523
PM230602P00092000,PM,2023-05-22 17:14:27,2023-06-02,92.0,0.55,0.6,0.75,0.675,6.0,26,0.18091639404296872,93.06999969482422,puts,0.054238745208470523
PM230602P00093000,PM,2023-05-22 18:13:56,2023-06-02,93.0,1.0,0.95,1.05,1.0,9.0,58,0.161141201171875,93.06999969482422,puts,0.054238745208470523
PM230602P00094000,PM,2023-05-18 19:44:08,2023-06-02,94.0,1.97,1.45,1.55,1.5,2.0,16,0.15039912109375003,93.06999969482422,puts,0.054238745208470523
PM230602P00095000,PM,2023-05-18 14:02:41,2023-06-02,95.0,2.8,2.1,2.25,2.175,2.0,29,0.147469462890625,93.06999969482422,puts,0.054238745208470523
PM230602P00096000,PM,2023-05-08 19:55:08,2023-06-02,96.0,1.85,2.8,3.1,2.95,37.0,70,0.1518639501953125,93.06999969482422,puts,0.054238745208470523
PM230602P00097000,PM,2023-05-16 19:59:19,2023-06-02,97.0,3.25,3.7,4.3,4.0,1.0,11,0.23828886718749998,93.06999969482422,puts,0.054238745208470523
PM230602P00098000,PM,2023-05-22 19:42:44,2023-06-02,98.0,5.23,4.7,5.2,4.95,1.0,1,0.2485426708984375,93.06999969482422,puts,0.054238745208470523
PM230602P00099000,PM,2023-04-27 19:10:18,2023-06-02,99.0,1.7,5.6,6.3,5.949999999999999,0.0,0,0.309577216796875,93.06999969482422,puts,0.054238745208470523
PM230602P00100000,PM,2023-05-04 15:18:50,2023-06-02,100.0,5.67,6.7,7.2,6.95,1.0,2,0.313483427734375,93.06999969482422,puts,0.054238745208470523
PM230609C00092000,PM,2023-05-22 19:42:47,2023-06-09,92.0,2.06,2.2,2.4,2.3,10.0,1,0.21558401611328126,93.06999969482422,calls,0.054238745208470523
PM230609C00093000,PM,2023-05-19 18:29:23,2023-06-09,93.0,1.85,1.55,1.75,1.65,10.0,10,0.2024005541992187,93.06999969482422,calls,0.054238745208470523
PM230609C00094000,PM,2023-05-19 14:07:25,2023-06-09,94.0,1.45,1.0,1.25,1.125,10.0,19,0.19654123779296873,93.06999969482422,calls,0.054238745208470523
PM230609C00095000,PM,2023-05-19 14:44:20,2023-06-09,95.0,0.93,0.6,0.8,0.7,2.0,39,0.1848226049804687,93.06999969482422,calls,0.054238745208470523
PM230609C00096000,PM,2023-05-22 19:10:40,2023-06-09,96.0,0.4,0.35,0.5,0.425,1.0,111,0.17920742675781248,93.06999969482422,calls,0.054238745208470523
PM230609C00097000,PM,2023-05-22 15:28:35,2023-06-09,97.0,0.25,0.2,0.3,0.25,2.0,138,0.1757894921875,93.06999969482422,calls,0.054238745208470523
PM230609C00098000,PM,2023-05-22 15:56:49,2023-06-09,98.0,0.14,0.05,0.2,0.125,11.0,27,0.18116053222656248,93.06999969482422,calls,0.054238745208470523
PM230609P00085000,PM,2023-05-22 19:38:57,2023-06-09,85.0,0.1,0.05,0.2,0.125,2.0,11,0.2802806347656249,93.06999969482422,puts,0.054238745208470523
PM230609P00086000,PM,2023-05-12 19:56:03,2023-06-09,86.0,0.25,0.1,0.25,0.175,10.0,28,0.26709717285156254,93.06999969482422,puts,0.054238745208470523
PM230609P00087000,PM,2023-05-18 14:05:53,2023-06-09,87.0,0.35,0.15,0.35,0.25,0.0,1,0.2622144091796875,93.06999969482422,puts,0.054238745208470523
PM230609P00089000,PM,2023-05-22 19:09:59,2023-06-09,89.0,0.35,0.3,0.5,0.4,1.0,16,0.2260819580078125,93.06999969482422,puts,0.054238745208470523
PM230609P00090000,PM,2023-05-22 13:55:07,2023-06-09,90.0,0.5,0.45,0.65,0.55,2.0,120,0.21363091064453127,93.06999969482422,puts,0.054238745208470523
PM230609P00091000,PM,2023-05-22 18:09:05,2023-06-09,91.0,0.72,0.65,0.8,0.7250000000000001,2.0,103,0.19458813232421873,93.06999969482422,puts,0.054238745208470523
PM230609P00092000,PM,2023-05-19 13:31:49,2023-06-09,92.0,1.08,0.9,1.15,1.025,10.0,26,0.19361157958984376,93.06999969482422,puts,0.054238745208470523
PM230609P00093000,PM,2023-05-19 18:29:23,2023-06-09,93.0,1.3,1.25,1.5,1.375,19.0,21,0.18128260131835935,93.06999969482422,puts,0.054238745208470523
PM230609P00094000,PM,2023-05-19 18:45:45,2023-06-09,94.0,1.73,1.7,1.95,1.825,94.0,92,0.16895362304687503,93.06999969482422,puts,0.054238745208470523
PM230609P00095000,PM,2023-05-22 14:21:10,2023-06-09,95.0,2.58,2.3,2.55,2.425,1.0,56,0.1606529248046875,93.06999969482422,puts,0.054238745208470523
PM230609P00096000,PM,2023-05-18 14:24:57,2023-06-09,96.0,3.7,3.0,3.4,3.2,2.0,17,0.17456880126953128,93.06999969482422,puts,0.054238745208470523
PM230609P00097000,PM,2023-05-22 14:53:32,2023-06-09,97.0,3.91,3.7,4.4,4.050000000000001,1.0,14,0.20703917968749996,93.06999969482422,puts,0.054238745208470523
PM230609P00098000,PM,2023-05-19 18:38:19,2023-06-09,98.0,4.7,4.5,5.4,4.95,5.0,5,0.23731231445312498,93.06999969482422,puts,0.054238745208470523
PM230609P00099000,PM,2023-05-02 15:34:47,2023-06-09,99.0,3.91,5.6,6.4,6.0,10.0,0,0.2661206201171875,93.06999969482422,puts,0.054238745208470523
PM230609P00102000,PM,2023-05-01 14:49:30,2023-06-09,102.0,2.35,8.6,9.3,8.95,0.0,0,0.3237372314453124,93.06999969482422,puts,0.054238745208470523
PM230609P00105000,PM,2023-05-01 19:12:27,2023-06-09,105.0,5.55,11.6,12.3,11.95,0.0,5,0.3940490283203125,93.06999969482422,puts,0.054238745208470523
PM230616C00050000,PM,2023-05-18 13:53:52,2023-06-16,50.0,42.86,42.9,43.6,43.25,2.0,5,1.1660197949218751,93.06999969482422,calls,0.054238745208470523
PM230616C00065000,PM,2022-10-24 19:32:57,2023-06-16,65.0,23.23,33.0,34.1,33.55,1.0,2,1.9030766564941408,93.06999969482422,calls,0.054238745208470523
PM230616C00070000,PM,2023-03-22 13:30:03,2023-06-16,70.0,25.41,27.0,27.4,27.2,1.0,1,1.4465359704589846,93.06999969482422,calls,0.054238745208470523
PM230616C00075000,PM,2023-04-06 18:18:18,2023-06-16,75.0,24.8,20.8,21.3,21.05,1.0,3,1.0546922265625,93.06999969482422,calls,0.054238745208470523
PM230616C00080000,PM,2023-02-24 20:37:40,2023-06-16,80.0,19.23,12.4,12.9,12.65,5.0,22,1.0000000000000003e-05,93.06999969482422,calls,0.054238745208470523
PM230616C00082500,PM,2023-03-23 13:43:18,2023-06-16,82.5,11.3,15.9,16.5,16.2,6.0,4,1.0793503063964844,93.06999969482422,calls,0.054238745208470523
PM230616C00085000,PM,2023-03-17 18:55:14,2023-06-16,85.0,10.36,15.4,15.8,15.600000000000001,153.0,127,1.1765177893066405,93.06999969482422,calls,0.054238745208470523
PM230616C00087500,PM,2023-04-20 15:30:42,2023-06-16,87.5,10.6,6.3,6.6,6.449999999999999,2.0,28,0.31592480957031244,93.06999969482422,calls,0.054238745208470523
PM230616C00090000,PM,2023-05-19 13:43:59,2023-06-16,90.0,4.6,4.0,4.2,4.1,1.0,1417,0.24146266357421875,93.06999969482422,calls,0.054238745208470523
PM230616C00092500,PM,2023-05-22 14:58:44,2023-06-16,92.5,2.31,2.2,2.35,2.2750000000000004,21.0,2295,0.20777159423828123,93.06999969482422,calls,0.054238745208470523
PM230616C00095000,PM,2023-05-22 19:52:20,2023-06-16,95.0,0.85,0.9,1.0,0.95,94.0,1406,0.1801839794921875,93.06999969482422,calls,0.054238745208470523
PM230616C00097500,PM,2023-05-22 19:04:49,2023-06-16,97.5,0.32,0.25,0.35,0.3,8.0,3114,0.17115086669921875,93.06999969482422,calls,0.054238745208470523
PM230616C00100000,PM,2023-05-22 19:04:49,2023-06-16,100.0,0.08,0.05,0.1,0.07500000000000001,25.0,3921,0.16797707031250003,93.06999969482422,calls,0.054238745208470523
